Late_Delivery_Risk,Sales,Order_Item_Quantity,Order_Profit_Per_Order,Days_Scheduled,Category_Name,Customer_Segment,Shipping_Type,Customer_Country,Order_Country,Month_Name,Day_of_Week
1,199.99,1,5.76,1,Water Sports,Consumer,TRANSFER,Puerto Rico,Honduras,May,Friday
1,159.99,1,75.26,1,Baseball & Softball,Consumer,TRANSFER,Puerto Rico,Honduras,May,Friday
1,129.99,1,-78.90,1,Men's Footwear,Consumer,TRANSFER,Puerto Rico,Honduras,May,Friday
1,49.98,1,4.20,1,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,Honduras,May,Friday
1,499.95,5,83.99,4,Cardio Equipment,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
1,399.98,1,100.00,4,Fishing,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
1,399.98,1,143.99,4,Fishing,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
1,239.97,3,27.93,4,Golf Gloves,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
0,109.95,1,25.56,4,Kids' Golf Clubs,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,129.99,1,58.03,4,Men's Footwear,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,299.95,5,74.09,4,Cleats,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,239.96,4,70.55,4,Cleats,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
0,179.97,3,38.50,4,Cleats,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,399.98,1,96.00,4,Fishing,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,399.98,1,106.59,4,Fishing,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,129.99,1,57.74,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,129.99,1,41.99,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,300.00,3,9.35,4,Golf Shoes,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
0,239.96,4,-158.45,4,Cleats,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,199.99,1,67.90,4,Water Sports,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,119.98,2,26.20,4,Cleats,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,199.99,1,19.60,4,Kids' Golf Clubs,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,199.99,1,-346.48,4,Water Sports,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,299.97,3,117.59,4,Cardio Equipment,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
0,129.99,1,-318.22,4,Men's Footwear,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
1,169.99,1,52.70,2,Golf Bags & Carts,Consumer,PAYMENT,Puerto Rico,Brasil,May,Friday
1,199.99,1,96.00,4,Kids' Golf Clubs,Home Office,DEBIT,Puerto Rico,El Salvador,May,Friday
1,199.99,1,48.75,4,Water Sports,Home Office,DEBIT,Puerto Rico,El Salvador,May,Friday
1,129.99,1,18.91,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,150.00,3,0.00,2,Women's Apparel,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,299.98,1,119.51,2,Camping & Hiking,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,79.98,2,14.00,2,Shop By Sport,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
0,250.00,5,86.45,2,Women's Apparel,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
0,239.97,3,79.49,2,Soccer,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
0,250.00,5,109.28,2,Women's Apparel,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
0,129.99,1,46.24,4,Men's Footwear,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
0,149.94,3,18.62,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
0,119.97,3,-2.92,4,Shop By Sport,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
0,299.95,5,50.39,4,Cleats,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
0,199.92,4,41.98,4,Indoor/Outdoor Games,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
0,299.95,5,78.56,4,Cleats,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
0,129.99,1,61.77,4,Men's Footwear,Home Office,DEBIT,Puerto Rico,MTxico,May,Friday
1,399.98,1,29.88,4,Fishing,Home Office,TRANSFER,EE. UU.,Panamß,May,Friday
0,119.98,2,-3.88,4,Cleats,Home Office,DEBIT,EE. UU.,Panamß,May,Friday
0,199.99,1,54.40,4,Water Sports,Home Office,DEBIT,EE. UU.,Panamß,May,Friday
0,59.99,1,24.57,4,Cleats,Home Office,DEBIT,EE. UU.,Panamß,May,Friday
0,200.00,4,94.08,4,Women's Apparel,Home Office,DEBIT,EE. UU.,Panamß,May,Friday
0,109.99,1,34.65,4,Men's Golf Clubs,Home Office,DEBIT,EE. UU.,Panamß,May,Friday
0,299.95,5,-14.70,4,Cleats,Home Office,TRANSFER,EE. UU.,Panamß,May,Friday
0,199.92,4,12.00,4,Indoor/Outdoor Games,Home Office,TRANSFER,EE. UU.,Panamß,May,Friday
0,399.98,1,33.60,4,Fishing,Home Office,TRANSFER,EE. UU.,Panamß,May,Friday
0,129.99,1,8.19,4,Men's Footwear,Home Office,TRANSFER,EE. UU.,Panamß,May,Friday
0,99.96,2,30.75,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,Panamß,May,Friday
0,129.99,1,39.97,4,Men's Footwear,Corporate,DEBIT,EE. UU.,Panamß,May,Friday
0,108.00,1,48.19,4,Golf Shoes,Corporate,DEBIT,EE. UU.,Panamß,May,Friday
1,199.99,1,49.20,2,Water Sports,Consumer,DEBIT,EE. UU.,Panamß,May,Friday
1,129.99,1,33.80,2,Men's Footwear,Consumer,DEBIT,EE. UU.,Panamß,May,Friday
1,199.98,2,91.17,2,Women's Golf Clubs,Consumer,DEBIT,EE. UU.,Panamß,May,Friday
1,200.00,4,49.50,2,Women's Apparel,Consumer,DEBIT,EE. UU.,Panamß,May,Friday
1,49.98,1,2.12,2,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,Panamß,May,Friday
1,150.00,3,8.03,2,Women's Apparel,Corporate,TRANSFER,EE. UU.,Panamß,May,Friday
1,59.99,1,-44.63,2,Cleats,Corporate,TRANSFER,EE. UU.,Panamß,May,Friday
0,250.00,5,-16.77,4,Women's Apparel,Consumer,TRANSFER,EE. UU.,Cuba,May,Friday
0,399.98,1,114.91,4,Fishing,Consumer,TRANSFER,EE. UU.,Cuba,May,Friday
0,179.97,3,59.53,4,Cleats,Consumer,TRANSFER,EE. UU.,Cuba,May,Friday
0,399.98,1,118.31,4,Fishing,Corporate,DEBIT,EE. UU.,Cuba,May,Friday
0,299.98,1,28.47,4,Camping & Hiking,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
0,149.94,3,13.64,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
1,249.90,5,40.36,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,Honduras,May,Friday
1,79.98,2,18.00,4,Shop By Sport,Corporate,DEBIT,EE. UU.,Honduras,May,Friday
1,129.99,1,-10.66,4,Men's Footwear,Corporate,DEBIT,EE. UU.,Honduras,May,Friday
1,399.98,1,92.57,4,Fishing,Consumer,PAYMENT,EE. UU.,Brasil,May,Friday
1,59.99,1,-7.09,4,Cleats,Consumer,PAYMENT,EE. UU.,Brasil,May,Friday
1,149.94,3,-13.94,4,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,Brasil,May,Friday
1,399.98,1,151.19,4,Fishing,Consumer,PAYMENT,EE. UU.,Brasil,May,Friday
1,199.99,1,78.02,4,Water Sports,Consumer,PAYMENT,EE. UU.,Brasil,May,Friday
0,399.98,1,101.91,4,Fishing,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
0,199.00,1,90.62,4,Kids' Golf Clubs,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
0,399.98,1,-5.21,4,Fishing,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
1,199.99,1,48.72,1,Water Sports,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
1,250.00,5,89.06,1,Women's Apparel,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
1,129.99,1,-82.75,1,Men's Footwear,Corporate,DEBIT,EE. UU.,Brasil,May,Friday
1,299.98,1,79.81,2,Camping & Hiking,Home Office,DEBIT,EE. UU.,MTxico,May,Friday
1,299.98,1,-652.46,2,Camping & Hiking,Home Office,DEBIT,EE. UU.,MTxico,May,Friday
1,200.00,4,54.00,2,Women's Apparel,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,299.98,1,95.83,2,Camping & Hiking,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,50.00,1,15.84,2,Women's Apparel,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,99.96,2,32.54,2,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,199.99,1,61.71,2,Water Sports,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,199.99,1,-127.54,2,Water Sports,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,79.98,2,-49.08,2,Shop By Sport,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,474.95,5,161.25,2,Boxing & MMA,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,199.99,1,61.60,2,Water Sports,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,129.99,1,54.60,2,Men's Footwear,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
0,399.98,1,0.00,2,Fishing,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,199.99,1,75.60,2,Water Sports,Corporate,TRANSFER,Puerto Rico,Honduras,May,Friday
1,299.98,1,101.24,2,Camping & Hiking,Corporate,TRANSFER,Puerto Rico,Honduras,May,Friday
1,150.00,3,60.03,2,Women's Apparel,Corporate,TRANSFER,Puerto Rico,Honduras,May,Friday
1,129.99,1,51.93,2,Men's Footwear,Corporate,TRANSFER,Puerto Rico,Honduras,May,Friday
1,129.99,1,7.12,2,Men's Footwear,Home Office,PAYMENT,Puerto Rico,Panamß,May,Friday
1,129.99,1,33.17,2,Men's Footwear,Home Office,PAYMENT,Puerto Rico,Panamß,May,Friday
1,179.97,3,42.74,2,Cleats,Home Office,PAYMENT,Puerto Rico,Panamß,May,Friday
1,299.98,1,81.89,2,Camping & Hiking,Home Office,PAYMENT,Puerto Rico,Panamß,May,Friday
1,129.99,1,33.93,2,Men's Footwear,Consumer,DEBIT,EE. UU.,El Salvador,May,Friday
1,149.94,3,49.59,2,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,El Salvador,May,Friday
1,150.00,3,46.20,2,Women's Apparel,Consumer,DEBIT,EE. UU.,El Salvador,May,Friday
1,199.98,2,50.95,4,Cardio Equipment,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
1,179.97,3,12.96,4,Cleats,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
1,129.99,1,54.41,4,Men's Footwear,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
1,199.92,4,-114.75,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,MTxico,May,Friday
0,199.99,1,-121.39,4,Water Sports,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
0,399.98,1,-303.98,4,Fishing,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
0,399.98,1,129.79,4,Fishing,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
1,49.98,1,3.26,2,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,Guatemala,May,Friday
1,50.00,1,-35.00,2,Women's Apparel,Consumer,PAYMENT,EE. UU.,Guatemala,May,Friday
1,39.99,1,11.65,2,Shop By Sport,Consumer,PAYMENT,EE. UU.,Guatemala,May,Friday
1,179.97,3,0.00,2,Cleats,Consumer,PAYMENT,EE. UU.,Guatemala,May,Friday
1,299.98,1,72.54,2,Camping & Hiking,Consumer,PAYMENT,EE. UU.,Guatemala,May,Friday
0,100.00,2,8.44,4,Women's Apparel,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
0,99.99,1,-131.24,4,Cardio Equipment,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
0,100.00,2,-161.70,4,Women's Apparel,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
0,129.99,1,-187.38,4,Men's Footwear,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
0,299.98,1,-67.47,4,Camping & Hiking,Consumer,PAYMENT,Puerto Rico,MTxico,May,Friday
1,119.98,2,5.22,4,Cleats,Corporate,DEBIT,Puerto Rico,MTxico,May,Friday
1,250.00,5,64.80,4,Women's Apparel,Corporate,DEBIT,Puerto Rico,MTxico,May,Friday
1,150.00,3,43.88,4,Women's Apparel,Corporate,DEBIT,Puerto Rico,MTxico,May,Friday
1,299.98,1,99.74,4,Camping & Hiking,Corporate,DEBIT,Puerto Rico,MTxico,May,Friday
1,179.97,3,84.66,4,Cleats,Corporate,DEBIT,Puerto Rico,MTxico,May,Friday
1,399.98,1,-77.60,4,Fishing,Consumer,CASH,EE. UU.,MTxico,May,Friday
1,199.98,2,27.72,4,Men's Golf Clubs,Consumer,CASH,EE. UU.,MTxico,May,Friday
1,200.00,4,16.95,4,Women's Apparel,Consumer,CASH,EE. UU.,MTxico,May,Friday
1,299.98,1,51.84,4,Camping & Hiking,Consumer,CASH,EE. UU.,MTxico,May,Friday
1,249.99,1,67.90,4,Golf Gloves,Consumer,CASH,EE. UU.,MTxico,May,Friday
0,119.98,2,-84.47,4,Cleats,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,79.98,2,20.53,4,Shop By Sport,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,49.98,1,6.07,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,199.92,4,41.48,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,299.98,1,109.12,4,Camping & Hiking,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,399.98,1,34.49,4,Fishing,Corporate,PAYMENT,Puerto Rico,MTxico,May,Friday
0,299.98,1,47.92,4,Camping & Hiking,Corporate,PAYMENT,Puerto Rico,MTxico,May,Friday
0,129.99,1,9.21,4,Men's Footwear,Corporate,PAYMENT,Puerto Rico,MTxico,May,Friday
0,129.99,1,35.57,4,Men's Footwear,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
0,100.00,2,0.00,4,Women's Apparel,Corporate,TRANSFER,EE. UU.,MTxico,May,Friday
1,299.98,1,148.49,4,Camping & Hiking,Consumer,TRANSFER,EE. UU.,MTxico,May,Friday
0,399.98,1,138.59,4,Fishing,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
0,199.99,1,52.08,4,Water Sports,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
0,199.99,1,79.38,4,Water Sports,Consumer,PAYMENT,EE. UU.,MTxico,May,Friday
1,199.99,1,59.47,1,Water Sports,Consumer,TRANSFER,Puerto Rico,MTxico,May,Friday
1,250.00,5,72.75,2,Women's Apparel,Consumer,DEBIT,EE. UU.,Guatemala,May,Friday
1,449.95,5,145.78,2,Boxing & MMA,Consumer,DEBIT,EE. UU.,Guatemala,May,Friday
1,49.98,1,0.00,4,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,299.98,1,97.49,2,Camping & Hiking,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,129.99,1,32.45,2,Men's Footwear,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,129.99,1,34.04,2,Men's Footwear,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
0,299.98,1,103.49,2,Camping & Hiking,Corporate,TRANSFER,Puerto Rico,MTxico,May,Friday
1,399.98,1,24.00,2,Fishing,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,199.92,4,26.87,2,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,199.92,4,47.58,2,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,199.99,1,32.64,2,Water Sports,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,59.99,1,-153.87,2,Cleats,Consumer,DEBIT,Puerto Rico,MTxico,May,Friday
1,99.96,2,27.39,4,Indoor/Outdoor Games,Home Office,DEBIT,EE. UU.,Honduras,May,Friday
1,199.98,2,72.59,4,As Seen on  TV!,Home Office,DEBIT,EE. UU.,Honduras,May,Friday
1,299.98,1,115.19,2,Camping & Hiking,Consumer,TRANSFER,Puerto Rico,Honduras,May,Friday
1,50.00,1,9.75,2,Women's Apparel,Consumer,TRANSFER,Puerto Rico,Honduras,May,Friday
1,59.99,1,-6.51,1,Cleats,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,199.99,1,12.22,1,Water Sports,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,39.99,1,11.64,1,Shop By Sport,Consumer,DEBIT,EE. UU.,Honduras,May,Friday
1,399.98,1,-239.99,1,Fishing,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Friday
1,200.00,4,41.60,1,Women's Apparel,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Friday
1,100.00,2,36.30,1,Women's Apparel,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Friday
1,150.00,3,60.06,1,Women's Apparel,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Friday
1,399.98,1,124.79,1,Fishing,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Friday
1,399.98,1,32.80,4,Fishing,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
1,199.99,1,-5.68,4,Water Sports,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
1,129.99,1,-168.79,4,Men's Footwear,Consumer,DEBIT,EE. UU.,MTxico,May,Friday
0,299.95,5,-48.40,4,Cleats,Corporate,TRANSFER,EE. UU.,Cuba,May,Saturday
0,200.00,4,42.64,4,Women's Apparel,Corporate,TRANSFER,EE. UU.,Cuba,May,Saturday
0,299.97,3,81.17,4,Cardio Equipment,Corporate,TRANSFER,EE. UU.,Cuba,May,Saturday
0,299.98,1,81.17,4,Camping & Hiking,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
0,199.99,1,95.04,4,Water Sports,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
0,99.99,1,22.40,4,Cardio Equipment,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
0,129.99,1,60.48,4,Men's Footwear,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
1,200.00,4,14.61,4,Women's Apparel,Consumer,DEBIT,Puerto Rico,MTxico,May,Saturday
1,149.99,1,-95.65,4,Hunting & Shooting,Consumer,DEBIT,Puerto Rico,MTxico,May,Saturday
1,250.00,5,82.81,4,Women's Apparel,Consumer,DEBIT,Puerto Rico,MTxico,May,Saturday
1,239.96,4,107.98,4,Cleats,Consumer,DEBIT,Puerto Rico,MTxico,May,Saturday
1,249.90,5,43.48,4,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
1,199.98,2,18.75,4,Cardio Equipment,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
1,199.99,1,52.00,4,Water Sports,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
1,239.96,4,57.59,4,Cleats,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
1,159.96,4,43.51,4,Shop By Sport,Consumer,DEBIT,Puerto Rico,Cuba,May,Saturday
0,299.95,5,77.99,4,Cleats,Consumer,PAYMENT,Puerto Rico,Cuba,May,Saturday
0,239.96,4,51.83,4,Cleats,Consumer,DEBIT,EE. UU.,Rep·blica Dominicana,May,Saturday
0,199.99,1,63.00,4,Water Sports,Consumer,DEBIT,EE. UU.,Rep·blica Dominicana,May,Saturday
0,249.90,5,-9.46,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,El Salvador,May,Saturday
0,179.97,3,-48.28,4,Cleats,Consumer,DEBIT,EE. UU.,El Salvador,May,Saturday
0,129.99,1,-26.00,4,Men's Footwear,Consumer,DEBIT,EE. UU.,El Salvador,May,Saturday
0,129.99,1,35.39,4,Men's Footwear,Consumer,DEBIT,EE. UU.,El Salvador,May,Saturday
1,199.99,1,40.00,4,Water Sports,Home Office,PAYMENT,EE. UU.,El Salvador,May,Saturday
1,199.99,1,43.13,4,Water Sports,Home Office,PAYMENT,EE. UU.,El Salvador,May,Saturday
1,199.99,1,54.78,4,Water Sports,Home Office,PAYMENT,EE. UU.,El Salvador,May,Saturday
1,299.97,3,31.12,4,As Seen on  TV!,Home Office,PAYMENT,EE. UU.,El Salvador,May,Saturday
1,59.99,1,2.15,4,Cleats,Home Office,PAYMENT,EE. UU.,El Salvador,May,Saturday
0,299.95,5,60.74,4,Cleats,Corporate,DEBIT,Puerto Rico,Rep·blica Dominicana,May,Saturday
0,399.98,1,41.50,4,Fishing,Home Office,DEBIT,Puerto Rico,Bolivia,May,Saturday
0,250.00,5,74.25,4,Women's Apparel,Home Office,DEBIT,Puerto Rico,Bolivia,May,Saturday
0,129.99,1,17.37,4,Men's Footwear,Home Office,DEBIT,Puerto Rico,Bolivia,May,Saturday
0,499.95,5,110.49,4,Cardio Equipment,Home Office,DEBIT,Puerto Rico,Bolivia,May,Saturday
0,129.99,1,-6.08,4,Men's Footwear,Consumer,DEBIT,Puerto Rico,Guatemala,May,Saturday
0,300.00,3,-112.05,4,Golf Shoes,Consumer,DEBIT,Puerto Rico,Guatemala,May,Saturday
0,49.98,1,14.24,4,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Guatemala,May,Saturday
1,199.90,2,47.98,1,Kids' Golf Clubs,Consumer,TRANSFER,EE. UU.,Argentina,May,Saturday
0,59.99,1,27.04,4,Cleats,Home Office,TRANSFER,Puerto Rico,Argentina,May,Saturday
0,499.95,5,117.44,4,Cardio Equipment,Corporate,CASH,EE. UU.,Argentina,May,Saturday
0,134.99,1,46.30,4,Men's Golf Clubs,Consumer,TRANSFER,EE. UU.,Brasil,May,Saturday
0,49.98,1,14.55,4,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,Brasil,May,Saturday
0,239.97,3,114.03,4,Golf Gloves,Consumer,PAYMENT,Puerto Rico,Brasil,May,Saturday
0,100.00,2,21.75,4,Women's Apparel,Consumer,PAYMENT,Puerto Rico,Brasil,May,Saturday
0,129.99,1,29.13,4,Men's Footwear,Consumer,PAYMENT,Puerto Rico,Brasil,May,Saturday
0,399.98,1,12.77,4,Fishing,Consumer,PAYMENT,Puerto Rico,Brasil,May,Saturday
0,50.00,1,-33.32,4,Women's Apparel,Consumer,PAYMENT,Puerto Rico,Brasil,May,Saturday
1,239.96,4,98.38,4,Cleats,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
1,199.99,1,80.64,4,Water Sports,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
1,49.98,1,22.67,4,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
0,199.99,1,79.90,4,Water Sports,Corporate,DEBIT,EE. UU.,Brasil,May,Saturday
0,239.96,4,-14.14,4,Cleats,Corporate,DEBIT,EE. UU.,Brasil,May,Saturday
0,199.92,4,50.44,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,Brasil,May,Saturday
0,396.00,4,156.82,4,Hunting & Shooting,Corporate,DEBIT,EE. UU.,Brasil,May,Saturday
0,150.00,3,66.96,4,Women's Apparel,Corporate,PAYMENT,EE. UU.,Brasil,May,Saturday
0,59.99,1,-13.36,4,Cleats,Corporate,PAYMENT,EE. UU.,Brasil,May,Saturday
0,399.98,1,57.80,4,Fishing,Corporate,PAYMENT,EE. UU.,Brasil,May,Saturday
0,199.99,1,19.66,4,Shop By Sport,Home Office,PAYMENT,Puerto Rico,Panamß,May,Saturday
0,299.95,5,43.19,4,Cleats,Home Office,PAYMENT,Puerto Rico,Panamß,May,Saturday
1,199.99,1,51.04,4,Water Sports,Consumer,PAYMENT,Puerto Rico,Panamß,May,Saturday
1,59.99,1,-49.97,4,Cleats,Consumer,PAYMENT,Puerto Rico,Panamß,May,Saturday
1,399.98,1,43.50,4,Fishing,Consumer,PAYMENT,Puerto Rico,Panamß,May,Saturday
1,59.99,1,20.70,4,Cleats,Consumer,PAYMENT,Puerto Rico,Panamß,May,Saturday
1,129.99,1,29.48,4,Men's Footwear,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
1,49.98,1,6.13,4,Indoor/Outdoor Games,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
0,129.99,1,53.04,4,Men's Footwear,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
0,129.99,1,-9.73,4,Men's Footwear,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
0,79.98,2,-87.96,4,Shop By Sport,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
0,129.99,1,48.04,4,Men's Footwear,Home Office,DEBIT,EE. UU.,El Salvador,May,Saturday
1,129.99,1,37.67,4,Men's Footwear,Home Office,DEBIT,EE. UU.,Cuba,May,Saturday
1,299.98,1,72.21,4,Camping & Hiking,Home Office,DEBIT,EE. UU.,Cuba,May,Saturday
1,119.98,2,11.88,4,Cleats,Home Office,DEBIT,EE. UU.,Cuba,May,Saturday
1,199.99,1,81.00,4,Water Sports,Home Office,DEBIT,EE. UU.,Cuba,May,Saturday
1,199.99,1,-40.95,4,Water Sports,Home Office,DEBIT,EE. UU.,Cuba,May,Saturday
0,149.94,3,-24.93,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,Cuba,May,Saturday
0,99.99,1,25.66,4,Cardio Equipment,Consumer,TRANSFER,Puerto Rico,Honduras,May,Saturday
0,250.00,5,62.50,4,Women's Apparel,Home Office,CASH,EE. UU.,Colombia,May,Saturday
0,499.95,5,114.39,4,Cardio Equipment,Home Office,CASH,EE. UU.,Colombia,May,Saturday
0,159.96,4,66.80,4,Shop By Sport,Home Office,CASH,EE. UU.,Colombia,May,Saturday
0,119.97,3,2.04,4,Shop By Sport,Home Office,CASH,EE. UU.,Colombia,May,Saturday
1,129.99,1,1.18,1,Men's Footwear,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
1,399.98,1,-281.59,1,Fishing,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
1,129.99,1,58.03,1,Men's Golf Clubs,Consumer,DEBIT,Puerto Rico,Brasil,May,Saturday
1,299.98,1,75.59,2,Camping & Hiking,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Saturday
1,399.98,1,172.79,2,Fishing,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Saturday
1,129.99,1,13.51,2,Men's Footwear,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Saturday
1,199.95,5,59.39,2,Shop By Sport,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Saturday
1,239.96,4,42.33,2,Cleats,Consumer,TRANSFER,EE. UU.,Rep·blica Dominicana,May,Saturday
0,179.97,3,56.33,2,Cleats,Consumer,DEBIT,EE. UU.,Nicaragua,May,Saturday
0,79.98,2,7.39,2,Shop By Sport,Consumer,DEBIT,EE. UU.,Nicaragua,May,Saturday
